id,domain,condition,layer,norm_depth,p_emotional
setb_emo_084,B_clinical,B_emotional,7,0.5,0.999997
setb_emo_084,B_clinical,B_emotional,8,0.5625,0.998813
setb_emo_084,B_clinical,B_emotional,9,0.625,0.998965
setb_emo_084,B_clinical,B_emotional,10,0.6875,0.997013
setb_emo_084,B_clinical,B_emotional,11,0.75,0.996539
setb_emo_084,B_clinical,B_emotional,12,0.8125,0.99468
setb_emo_084,B_clinical,B_emotional,13,0.875,0.995297
setb_emo_084,B_clinical,B_emotional,14,0.9375,0.995527
setb_emo_084,B_clinical,B_emotional,15,1.0,0.995485
setb_emo_085,B_clinical,B_emotional,0,0.0625,0.995896
setb_emo_085,B_clinical,B_emotional,1,0.125,0.998298
setb_emo_085,B_clinical,B_emotional,2,0.1875,0.999152
setb_emo_085,B_clinical,B_emotional,3,0.25,0.999937
setb_emo_085,B_clinical,B_emotional,4,0.3125,0.999961
setb_emo_085,B_clinical,B_emotional,5,0.375,0.99978
setb_emo_085,B_clinical,B_emotional,6,0.4375,0.99982
setb_emo_085,B_clinical,B_emotional,7,0.5,0.999667
setb_emo_085,B_clinical,B_emotional,8,0.5625,0.999213
setb_emo_085,B_clinical,B_emotional,9,0.625,0.999324
setb_emo_085,B_clinical,B_emotional,10,0.6875,0.998682
setb_emo_085,B_clinical,B_emotional,11,0.75,0.997834
setb_emo_085,B_clinical,B_emotional,12,0.8125,0.998363
setb_emo_085,B_clinical,B_emotional,13,0.875,0.998693
setb_emo_085,B_clinical,B_emotional,14,0.9375,0.998772
setb_emo_085,B_clinical,B_emotional,15,1.0,0.998801
setb_emo_086,B_clinical,B_emotional,0,0.0625,0.999999
setb_emo_086,B_clinical,B_emotional,1,0.125,0.999998
setb_emo_086,B_clinical,B_emotional,2,0.1875,1.0
setb_emo_086,B_clinical,B_emotional,3,0.25,1.0
setb_emo_086,B_clinical,B_emotional,4,0.3125,0.999999
setb_emo_086,B_clinical,B_emotional,5,0.375,0.999997
setb_emo_086,B_clinical,B_emotional,6,0.4375,0.999994
setb_emo_086,B_clinical,B_emotional,7,0.5,0.999733
setb_emo_086,B_clinical,B_emotional,8,0.5625,0.999568
setb_emo_086,B_clinical,B_emotional,9,0.625,0.99839
setb_emo_086,B_clinical,B_emotional,10,0.6875,0.997936
setb_emo_086,B_clinical,B_emotional,11,0.75,0.998262
setb_emo_086,B_clinical,B_emotional,12,0.8125,0.99891
setb_emo_086,B_clinical,B_emotional,13,0.875,0.998293
setb_emo_086,B_clinical,B_emotional,14,0.9375,0.998776
setb_emo_086,B_clinical,B_emotional,15,1.0,0.999061
setb_emo_087,B_clinical,B_emotional,0,0.0625,0.996022
setb_emo_087,B_clinical,B_emotional,1,0.125,0.985948
setb_emo_087,B_clinical,B_emotional,2,0.1875,0.993916
setb_emo_087,B_clinical,B_emotional,3,0.25,0.995885
setb_emo_087,B_clinical,B_emotional,4,0.3125,0.994432
setb_emo_087,B_clinical,B_emotional,5,0.375,0.99672
setb_emo_087,B_clinical,B_emotional,6,0.4375,0.993496
setb_emo_087,B_clinical,B_emotional,7,0.5,0.993274
setb_emo_087,B_clinical,B_emotional,8,0.5625,0.99842
setb_emo_087,B_clinical,B_emotional,9,0.625,0.996947
setb_emo_087,B_clinical,B_emotional,10,0.6875,0.995566
setb_emo_087,B_clinical,B_emotional,11,0.75,0.996017
setb_emo_087,B_clinical,B_emotional,12,0.8125,0.99668
setb_emo_087,B_clinical,B_emotional,13,0.875,0.99605
setb_emo_087,B_clinical,B_emotional,14,0.9375,0.995692
setb_emo_087,B_clinical,B_emotional,15,1.0,0.995101
setb_emo_088,B_clinical,B_emotional,0,0.0625,0.991289
setb_emo_088,B_clinical,B_emotional,1,0.125,0.999606
setb_emo_088,B_clinical,B_emotional,2,0.1875,0.999595
setb_emo_088,B_clinical,B_emotional,3,0.25,0.99997
setb_emo_088,B_clinical,B_emotional,4,0.3125,0.999971
setb_emo_088,B_clinical,B_emotional,5,0.375,0.999958
setb_emo_088,B_clinical,B_emotional,6,0.4375,0.999942
setb_emo_088,B_clinical,B_emotional,7,0.5,0.999894
setb_emo_088,B_clinical,B_emotional,8,0.5625,0.999055
setb_emo_088,B_clinical,B_emotional,9,0.625,0.999721
setb_emo_088,B_clinical,B_emotional,10,0.6875,0.999849
setb_emo_088,B_clinical,B_emotional,11,0.75,0.999613
setb_emo_088,B_clinical,B_emotional,12,0.8125,0.999661
setb_emo_088,B_clinical,B_emotional,13,0.875,0.999258
setb_emo_088,B_clinical,B_emotional,14,0.9375,0.999424
setb_emo_088,B_clinical,B_emotional,15,1.0,0.999409
setb_emo_089,B_clinical,B_emotional,0,0.0625,0.999872
setb_emo_089,B_clinical,B_emotional,1,0.125,0.999995
setb_emo_089,B_clinical,B_emotional,2,0.1875,1.0
setb_emo_089,B_clinical,B_emotional,3,0.25,0.999998
setb_emo_089,B_clinical,B_emotional,4,0.3125,0.999999
setb_emo_089,B_clinical,B_emotional,5,0.375,0.999997
setb_emo_089,B_clinical,B_emotional,6,0.4375,0.999997
setb_emo_089,B_clinical,B_emotional,7,0.5,0.999909
setb_emo_089,B_clinical,B_emotional,8,0.5625,0.999642
setb_emo_089,B_clinical,B_emotional,9,0.625,0.999849
setb_emo_089,B_clinical,B_emotional,10,0.6875,0.999751
setb_emo_089,B_clinical,B_emotional,11,0.75,0.999954
setb_emo_089,B_clinical,B_emotional,12,0.8125,0.999817
setb_emo_089,B_clinical,B_emotional,13,0.875,0.999757
setb_emo_089,B_clinical,B_emotional,14,0.9375,0.999764
setb_emo_089,B_clinical,B_emotional,15,1.0,0.999835
setb_emo_090,B_clinical,B_emotional,0,0.0625,0.999916
setb_emo_090,B_clinical,B_emotional,1,0.125,0.999973
setb_emo_090,B_clinical,B_emotional,2,0.1875,0.999949
setb_emo_090,B_clinical,B_emotional,3,0.25,0.999996
setb_emo_090,B_clinical,B_emotional,4,0.3125,0.999998
setb_emo_090,B_clinical,B_emotional,5,0.375,0.999944
setb_emo_090,B_clinical,B_emotional,6,0.4375,0.999928
setb_emo_090,B_clinical,B_emotional,7,0.5,0.99944
setb_emo_090,B_clinical,B_emotional,8,0.5625,0.999811
setb_emo_090,B_clinical,B_emotional,9,0.625,0.999501
setb_emo_090,B_clinical,B_emotional,10,0.6875,0.998956
setb_emo_090,B_clinical,B_emotional,11,0.75,0.999494
setb_emo_090,B_clinical,B_emotional,12,0.8125,0.999536
setb_emo_090,B_clinical,B_emotional,13,0.875,0.999227
setb_emo_090,B_clinical,B_emotional,14,0.9375,0.998859
setb_emo_090,B_clinical,B_emotional,15,1.0,0.998742
setb_emo_091,B_clinical,B_emotional,0,0.0625,0.999688
setb_emo_091,B_clinical,B_emotional,1,0.125,0.999974
setb_emo_091,B_clinical,B_emotional,2,0.1875,0.999998
setb_emo_091,B_clinical,B_emotional,3,0.25,0.999992
setb_emo_091,B_clinical,B_emotional,4,0.3125,0.999994
setb_emo_091,B_clinical,B_emotional,5,0.375,0.999998
setb_emo_091,B_clinical,B_emotional,6,0.4375,0.999999
setb_emo_091,B_clinical,B_emotional,7,0.5,0.999798
setb_emo_091,B_clinical,B_emotional,8,0.5625,0.999929
setb_emo_091,B_clinical,B_emotional,9,0.625,0.999977
setb_emo_091,B_clinical,B_emotional,10,0.6875,0.999971
setb_emo_091,B_clinical,B_emotional,11,0.75,0.999988
setb_emo_091,B_clinical,B_emotional,12,0.8125,0.99997
setb_emo_091,B_clinical,B_emotional,13,0.875,0.999817
setb_emo_091,B_clinical,B_emotional,14,0.9375,0.999967
setb_emo_091,B_clinical,B_emotional,15,1.0,0.999985
setb_emo_092,B_clinical,B_emotional,0,0.0625,0.992683
setb_emo_092,B_clinical,B_emotional,1,0.125,0.99329
setb_emo_092,B_clinical,B_emotional,2,0.1875,0.99903
setb_emo_092,B_clinical,B_emotional,3,0.25,0.999792
setb_emo_092,B_clinical,B_emotional,4,0.3125,0.999941
setb_emo_092,B_clinical,B_emotional,5,0.375,0.999977
setb_emo_092,B_clinical,B_emotional,6,0.4375,0.99999
setb_emo_092,B_clinical,B_emotional,7,0.5,0.999925
setb_emo_092,B_clinical,B_emotional,8,0.5625,0.999262
setb_emo_092,B_clinical,B_emotional,9,0.625,0.997536
setb_emo_092,B_clinical,B_emotional,10,0.6875,0.998777
setb_emo_092,B_clinical,B_emotional,11,0.75,0.998453
setb_emo_092,B_clinical,B_emotional,12,0.8125,0.998173
setb_emo_092,B_clinical,B_emotional,13,0.875,0.997813
setb_emo_092,B_clinical,B_emotional,14,0.9375,0.997659
setb_emo_092,B_clinical,B_emotional,15,1.0,0.998003
setb_emo_093,B_clinical,B_emotional,0,0.0625,0.999998
setb_emo_093,B_clinical,B_emotional,1,0.125,0.99987
setb_emo_093,B_clinical,B_emotional,2,0.1875,0.999982
setb_emo_093,B_clinical,B_emotional,3,0.25,0.999995
setb_emo_093,B_clinical,B_emotional,4,0.3125,0.999997
setb_emo_093,B_clinical,B_emotional,5,0.375,0.999998
setb_emo_093,B_clinical,B_emotional,6,0.4375,0.999999
setb_emo_093,B_clinical,B_emotional,7,0.5,0.999968
setb_emo_093,B_clinical,B_emotional,8,0.5625,0.999572
setb_emo_093,B_clinical,B_emotional,9,0.625,0.999739
setb_emo_093,B_clinical,B_emotional,10,0.6875,0.999904
setb_emo_093,B_clinical,B_emotional,11,0.75,0.999543
setb_emo_093,B_clinical,B_emotional,12,0.8125,0.999826
