id,domain,condition,layer,norm_depth,p_emotional
setb_emo_027,B_clinical,B_emotional,2,0.1875,0.999995
setb_emo_027,B_clinical,B_emotional,3,0.25,0.999996
setb_emo_027,B_clinical,B_emotional,4,0.3125,0.999944
setb_emo_027,B_clinical,B_emotional,5,0.375,0.999844
setb_emo_027,B_clinical,B_emotional,6,0.4375,0.999915
setb_emo_027,B_clinical,B_emotional,7,0.5,0.999756
setb_emo_027,B_clinical,B_emotional,8,0.5625,0.999996
setb_emo_027,B_clinical,B_emotional,9,0.625,0.999998
setb_emo_027,B_clinical,B_emotional,10,0.6875,1.0
setb_emo_027,B_clinical,B_emotional,11,0.75,1.0
setb_emo_027,B_clinical,B_emotional,12,0.8125,1.0
setb_emo_027,B_clinical,B_emotional,13,0.875,1.0
setb_emo_027,B_clinical,B_emotional,14,0.9375,1.0
setb_emo_027,B_clinical,B_emotional,15,1.0,1.0
setb_emo_028,B_clinical,B_emotional,0,0.0625,0.999999
setb_emo_028,B_clinical,B_emotional,1,0.125,1.0
setb_emo_028,B_clinical,B_emotional,2,0.1875,1.0
setb_emo_028,B_clinical,B_emotional,3,0.25,1.0
setb_emo_028,B_clinical,B_emotional,4,0.3125,0.999997
setb_emo_028,B_clinical,B_emotional,5,0.375,0.999998
setb_emo_028,B_clinical,B_emotional,6,0.4375,0.999999
setb_emo_028,B_clinical,B_emotional,7,0.5,0.999984
setb_emo_028,B_clinical,B_emotional,8,0.5625,0.999999
setb_emo_028,B_clinical,B_emotional,9,0.625,0.999984
setb_emo_028,B_clinical,B_emotional,10,0.6875,0.999953
setb_emo_028,B_clinical,B_emotional,11,0.75,0.999956
setb_emo_028,B_clinical,B_emotional,12,0.8125,0.999918
setb_emo_028,B_clinical,B_emotional,13,0.875,0.99991
setb_emo_028,B_clinical,B_emotional,14,0.9375,0.9999
setb_emo_028,B_clinical,B_emotional,15,1.0,0.999927
setb_emo_029,B_clinical,B_emotional,0,0.0625,0.99998
setb_emo_029,B_clinical,B_emotional,1,0.125,0.999994
setb_emo_029,B_clinical,B_emotional,2,0.1875,0.999853
setb_emo_029,B_clinical,B_emotional,3,0.25,0.999924
setb_emo_029,B_clinical,B_emotional,4,0.3125,0.999803
setb_emo_029,B_clinical,B_emotional,5,0.375,0.9994
setb_emo_029,B_clinical,B_emotional,6,0.4375,0.999494
setb_emo_029,B_clinical,B_emotional,7,0.5,0.99947
setb_emo_029,B_clinical,B_emotional,8,0.5625,0.999965
setb_emo_029,B_clinical,B_emotional,9,0.625,0.999884
setb_emo_029,B_clinical,B_emotional,10,0.6875,0.999766
setb_emo_029,B_clinical,B_emotional,11,0.75,0.999919
setb_emo_029,B_clinical,B_emotional,12,0.8125,0.999871
setb_emo_029,B_clinical,B_emotional,13,0.875,0.999739
setb_emo_029,B_clinical,B_emotional,14,0.9375,0.999735
setb_emo_029,B_clinical,B_emotional,15,1.0,0.999721
setb_emo_030,B_clinical,B_emotional,0,0.0625,0.999699
setb_emo_030,B_clinical,B_emotional,1,0.125,0.99884
setb_emo_030,B_clinical,B_emotional,2,0.1875,0.999974
setb_emo_030,B_clinical,B_emotional,3,0.25,0.999973
setb_emo_030,B_clinical,B_emotional,4,0.3125,0.999881
setb_emo_030,B_clinical,B_emotional,5,0.375,0.999943
setb_emo_030,B_clinical,B_emotional,6,0.4375,0.999873
setb_emo_030,B_clinical,B_emotional,7,0.5,0.99991
setb_emo_030,B_clinical,B_emotional,8,0.5625,0.999997
setb_emo_030,B_clinical,B_emotional,9,0.625,0.999897
setb_emo_030,B_clinical,B_emotional,10,0.6875,0.999836
setb_emo_030,B_clinical,B_emotional,11,0.75,0.999945
setb_emo_030,B_clinical,B_emotional,12,0.8125,0.999941
setb_emo_030,B_clinical,B_emotional,13,0.875,0.999824
setb_emo_030,B_clinical,B_emotional,14,0.9375,0.999811
setb_emo_030,B_clinical,B_emotional,15,1.0,0.999532
setb_emo_031,B_clinical,B_emotional,0,0.0625,0.999488
setb_emo_031,B_clinical,B_emotional,1,0.125,0.999431
setb_emo_031,B_clinical,B_emotional,2,0.1875,0.99984
setb_emo_031,B_clinical,B_emotional,3,0.25,0.999932
setb_emo_031,B_clinical,B_emotional,4,0.3125,0.999219
setb_emo_031,B_clinical,B_emotional,5,0.375,0.999344
setb_emo_031,B_clinical,B_emotional,6,0.4375,0.999609
setb_emo_031,B_clinical,B_emotional,7,0.5,0.999804
setb_emo_031,B_clinical,B_emotional,8,0.5625,0.999222
setb_emo_031,B_clinical,B_emotional,9,0.625,0.999342
setb_emo_031,B_clinical,B_emotional,10,0.6875,0.998469
setb_emo_031,B_clinical,B_emotional,11,0.75,0.997376
setb_emo_031,B_clinical,B_emotional,12,0.8125,0.997196
setb_emo_031,B_clinical,B_emotional,13,0.875,0.996733
setb_emo_031,B_clinical,B_emotional,14,0.9375,0.995629
setb_emo_031,B_clinical,B_emotional,15,1.0,0.995715
setb_emo_032,B_clinical,B_emotional,0,0.0625,0.999886
setb_emo_032,B_clinical,B_emotional,1,0.125,0.999902
setb_emo_032,B_clinical,B_emotional,2,0.1875,0.999261
setb_emo_032,B_clinical,B_emotional,3,0.25,0.999087
setb_emo_032,B_clinical,B_emotional,4,0.3125,0.999967
setb_emo_032,B_clinical,B_emotional,5,0.375,0.999981
setb_emo_032,B_clinical,B_emotional,6,0.4375,0.99998
setb_emo_032,B_clinical,B_emotional,7,0.5,0.999395
setb_emo_032,B_clinical,B_emotional,8,0.5625,0.998648
setb_emo_032,B_clinical,B_emotional,9,0.625,0.999453
setb_emo_032,B_clinical,B_emotional,10,0.6875,0.999116
setb_emo_032,B_clinical,B_emotional,11,0.75,0.999289
setb_emo_032,B_clinical,B_emotional,12,0.8125,0.997894
setb_emo_032,B_clinical,B_emotional,13,0.875,0.998324
setb_emo_032,B_clinical,B_emotional,14,0.9375,0.998497
setb_emo_032,B_clinical,B_emotional,15,1.0,0.998485
setb_emo_033,B_clinical,B_emotional,0,0.0625,0.999814
setb_emo_033,B_clinical,B_emotional,1,0.125,0.999861
setb_emo_033,B_clinical,B_emotional,2,0.1875,0.999827
setb_emo_033,B_clinical,B_emotional,3,0.25,0.999987
setb_emo_033,B_clinical,B_emotional,4,0.3125,0.999999
setb_emo_033,B_clinical,B_emotional,5,0.375,1.0
setb_emo_033,B_clinical,B_emotional,6,0.4375,1.0
setb_emo_033,B_clinical,B_emotional,7,0.5,0.999994
setb_emo_033,B_clinical,B_emotional,8,0.5625,0.999998
setb_emo_033,B_clinical,B_emotional,9,0.625,0.999991
setb_emo_033,B_clinical,B_emotional,10,0.6875,0.999992
setb_emo_033,B_clinical,B_emotional,11,0.75,0.999998
setb_emo_033,B_clinical,B_emotional,12,0.8125,0.999994
setb_emo_033,B_clinical,B_emotional,13,0.875,0.999997
setb_emo_033,B_clinical,B_emotional,14,0.9375,0.999998
setb_emo_033,B_clinical,B_emotional,15,1.0,0.999998
setb_emo_034,B_clinical,B_emotional,0,0.0625,1.0
setb_emo_034,B_clinical,B_emotional,1,0.125,1.0
setb_emo_034,B_clinical,B_emotional,2,0.1875,1.0
setb_emo_034,B_clinical,B_emotional,3,0.25,1.0
setb_emo_034,B_clinical,B_emotional,4,0.3125,1.0
setb_emo_034,B_clinical,B_emotional,5,0.375,1.0
setb_emo_034,B_clinical,B_emotional,6,0.4375,1.0
setb_emo_034,B_clinical,B_emotional,7,0.5,0.999999
setb_emo_034,B_clinical,B_emotional,8,0.5625,0.999997
setb_emo_034,B_clinical,B_emotional,9,0.625,0.999998
setb_emo_034,B_clinical,B_emotional,10,0.6875,0.999997
setb_emo_034,B_clinical,B_emotional,11,0.75,0.999997
setb_emo_034,B_clinical,B_emotional,12,0.8125,0.999999
setb_emo_034,B_clinical,B_emotional,13,0.875,0.999983
setb_emo_034,B_clinical,B_emotional,14,0.9375,0.999992
setb_emo_034,B_clinical,B_emotional,15,1.0,0.999995
setb_emo_035,B_clinical,B_emotional,0,0.0625,0.999994
setb_emo_035,B_clinical,B_emotional,1,0.125,1.0
setb_emo_035,B_clinical,B_emotional,2,0.1875,1.0
setb_emo_035,B_clinical,B_emotional,3,0.25,1.0
setb_emo_035,B_clinical,B_emotional,4,0.3125,1.0
setb_emo_035,B_clinical,B_emotional,5,0.375,1.0
setb_emo_035,B_clinical,B_emotional,6,0.4375,1.0
setb_emo_035,B_clinical,B_emotional,7,0.5,0.999998
setb_emo_035,B_clinical,B_emotional,8,0.5625,0.999908
setb_emo_035,B_clinical,B_emotional,9,0.625,0.999888
setb_emo_035,B_clinical,B_emotional,10,0.6875,0.999967
setb_emo_035,B_clinical,B_emotional,11,0.75,0.999983
setb_emo_035,B_clinical,B_emotional,12,0.8125,0.999965
setb_emo_035,B_clinical,B_emotional,13,0.875,0.999937
setb_emo_035,B_clinical,B_emotional,14,0.9375,0.999932
setb_emo_035,B_clinical,B_emotional,15,1.0,0.999918
setb_emo_036,B_clinical,B_emotional,0,0.0625,0.996699
setb_emo_036,B_clinical,B_emotional,1,0.125,0.996239
setb_emo_036,B_clinical,B_emotional,2,0.1875,0.998805
setb_emo_036,B_clinical,B_emotional,3,0.25,0.998779
setb_emo_036,B_clinical,B_emotional,4,0.3125,0.999163
setb_emo_036,B_clinical,B_emotional,5,0.375,0.997823
setb_emo_036,B_clinical,B_emotional,6,0.4375,0.998786
setb_emo_036,B_clinical,B_emotional,7,0.5,0.998642
setb_emo_036,B_clinical,B_emotional,8,0.5625,0.999993
setb_emo_036,B_clinical,B_emotional,9,0.625,0.999948
setb_emo_036,B_clinical,B_emotional,10,0.6875,0.999938
setb_emo_036,B_clinical,B_emotional,11,0.75,0.999975
setb_emo_036,B_clinical,B_emotional,12,0.8125,0.999987
setb_emo_036,B_clinical,B_emotional,13,0.875,0.999961
setb_emo_036,B_clinical,B_emotional,14,0.9375,0.999953
setb_emo_036,B_clinical,B_emotional,15,1.0,0.999925
setb_emo_037,B_clinical,B_emotional,0,0.0625,0.999889
setb_emo_037,B_clinical,B_emotional,1,0.125,0.998317
setb_emo_037,B_clinical,B_emotional,2,0.1875,0.998167
setb_emo_037,B_clinical,B_emotional,3,0.25,0.998487
setb_emo_037,B_clinical,B_emotional,4,0.3125,0.999821
setb_emo_037,B_clinical,B_emotional,5,0.375,0.999881
setb_emo_037,B_clinical,B_emotional,6,0.4375,0.999759
setb_emo_037,B_clinical,B_emotional,7,0.5,0.999737
setb_emo_037,B_clinical,B_emotional,8,0.5625,0.999993
setb_emo_037,B_clinical,B_emotional,9,0.625,0.999999
setb_emo_037,B_clinical,B_emotional,10,0.6875,0.999999
setb_emo_037,B_clinical,B_emotional,11,0.75,0.999999
setb_emo_037,B_clinical,B_emotional,12,0.8125,0.999997
setb_emo_037,B_clinical,B_emotional,13,0.875,0.999987
setb_emo_037,B_clinical,B_emotional,14,0.9375,0.999989
setb_emo_037,B_clinical,B_emotional,15,1.0,0.999983
setb_emo_038,B_clinical,B_emotional,0,0.0625,0.999745
setb_emo_038,B_clinical,B_emotional,1,0.125,0.998907
setb_emo_038,B_clinical,B_emotional,2,0.1875,0.998532
setb_emo_038,B_clinical,B_emotional,3,0.25,0.996743
setb_emo_038,B_clinical,B_emotional,4,0.3125,0.998088
setb_emo_038,B_clinical,B_emotional,5,0.375,0.999744
setb_emo_038,B_clinical,B_emotional,6,0.4375,0.999862
setb_emo_038,B_clinical,B_emotional,7,0.5,0.999448
setb_emo_038,B_clinical,B_emotional,8,0.5625,1.0
setb_emo_038,B_clinical,B_emotional,9,0.625,0.999997
setb_emo_038,B_clinical,B_emotional,10,0.6875,0.999998
setb_emo_038,B_clinical,B_emotional,11,0.75,0.999999
setb_emo_038,B_clinical,B_emotional,12,0.8125,0.999999
setb_emo_038,B_clinical,B_emotional,13,0.875,0.999998
setb_emo_038,B_clinical,B_emotional,14,0.9375,0.999999
setb_emo_038,B_clinical,B_emotional,15,1.0,0.999996
setb_emo_039,B_clinical,B_emotional,0,0.0625,0.999996
setb_emo_039,B_clinical,B_emotional,1,0.125,0.999997
setb_emo_039,B_clinical,B_emotional,2,0.1875,0.999951
setb_emo_039,B_clinical,B_emotional,3,0.25,0.999948
setb_emo_039,B_clinical,B_emotional,4,0.3125,0.999997
setb_emo_039,B_clinical,B_emotional,5,0.375,0.999975
setb_emo_039,B_clinical,B_emotional,6,0.4375,0.999976
setb_emo_039,B_clinical,B_emotional,7,0.5,0.999837
setb_emo_039,B_clinical,B_emotional,8,0.5625,0.999969
setb_emo_039,B_clinical,B_emotional,9,0.625,0.999978
setb_emo_039,B_clinical,B_emotional,10,0.6875,0.999953
setb_emo_039,B_clinical,B_emotional,11,0.75,0.999994
setb_emo_039,B_clinical,B_emotional,12,0.8125,0.999993
setb_emo_039,B_clinical,B_emotional,13,0.875,0.999997
setb_emo_039,B_clinical,B_emotional,14,0.9375,0.999997
setb_emo_039,B_clinical,B_emotional,15,1.0,0.999996
setb_emo_040,B_clinical,B_emotional,0,0.0625,0.998312
setb_emo_040,B_clinical,B_emotional,1,0.125,0.999132
setb_emo_040,B_clinical,B_emotional,2,0.1875,0.997874
setb_emo_040,B_clinical,B_emotional,3,0.25,0.99811
setb_emo_040,B_clinical,B_emotional,4,0.3125,0.999235
setb_emo_040,B_clinical,B_emotional,5,0.375,0.999688
setb_emo_040,B_clinical,B_emotional,6,0.4375,0.999892
setb_emo_040,B_clinical,B_emotional,7,0.5,0.999719
setb_emo_040,B_clinical,B_emotional,8,0.5625,0.999999
setb_emo_040,B_clinical,B_emotional,9,0.625,0.999996
setb_emo_040,B_clinical,B_emotional,10,0.6875,0.999999
setb_emo_040,B_clinical,B_emotional,11,0.75,0.999998
setb_emo_040,B_clinical,B_emotional,12,0.8125,0.999997
setb_emo_040,B_clinical,B_emotional,13,0.875,0.999993
setb_emo_040,B_clinical,B_emotional,14,0.9375,0.999995
setb_emo_040,B_clinical,B_emotional,15,1.0,0.999993
setb_emo_041,B_clinical,B_emotional,0,0.0625,0.991984
setb_emo_041,B_clinical,B_emotional,1,0.125,0.985702
setb_emo_041,B_clinical,B_emotional,2,0.1875,0.988846
setb_emo_041,B_clinical,B_emotional,3,0.25,0.992703
setb_emo_041,B_clinical,B_emotional,4,0.3125,0.993437
setb_emo_041,B_clinical,B_emotional,5,0.375,0.994427
setb_emo_041,B_clinical,B_emotional,6,0.4375,0.99317
setb_emo_041,B_clinical,B_emotional,7,0.5,0.989046
setb_emo_041,B_clinical,B_emotional,8,0.5625,0.995792
setb_emo_041,B_clinical,B_emotional,9,0.625,0.994309
setb_emo_041,B_clinical,B_emotional,10,0.6875,0.991526
setb_emo_041,B_clinical,B_emotional,11,0.75,0.995296
setb_emo_041,B_clinical,B_emotional,12,0.8125,0.994901
setb_emo_041,B_clinical,B_emotional,13,0.875,0.995953
setb_emo_041,B_clinical,B_emotional,14,0.9375,0.995053
setb_emo_041,B_clinical,B_emotional,15,1.0,0.995412
setb_emo_042,B_clinical,B_emotional,0,0.0625,0.991626
setb_emo_042,B_clinical,B_emotional,1,0.125,0.990493
setb_emo_042,B_clinical,B_emotional,2,0.1875,0.996746
setb_emo_042,B_clinical,B_emotional,3,0.25,0.995672
setb_emo_042,B_clinical,B_emotional,4,0.3125,0.994536
setb_emo_042,B_clinical,B_emotional,5,0.375,0.996759
setb_emo_042,B_clinical,B_emotional,6,0.4375,0.994574
setb_emo_042,B_clinical,B_emotional,7,0.5,0.992718
setb_emo_042,B_clinical,B_emotional,8,0.5625,0.998352
setb_emo_042,B_clinical,B_emotional,9,0.625,0.997056
setb_emo_042,B_clinical,B_emotional,10,0.6875,0.997747
setb_emo_042,B_clinical,B_emotional,11,0.75,0.997339
setb_emo_042,B_clinical,B_emotional,12,0.8125,0.995839
setb_emo_042,B_clinical,B_emotional,13,0.875,0.994769
setb_emo_042,B_clinical,B_emotional,14,0.9375,0.995103
setb_emo_042,B_clinical,B_emotional,15,1.0,0.995338
setb_emo_043,B_clinical,B_emotional,0,0.0625,0.99998
setb_emo_043,B_clinical,B_emotional,1,0.125,0.998739
setb_emo_043,B_clinical,B_emotional,2,0.1875,0.995859
setb_emo_043,B_clinical,B_emotional,3,0.25,0.999052
setb_emo_043,B_clinical,B_emotional,4,0.3125,0.999076
setb_emo_043,B_clinical,B_emotional,5,0.375,0.997112
setb_emo_043,B_clinical,B_emotional,6,0.4375,0.998677
setb_emo_043,B_clinical,B_emotional,7,0.5,0.998535
setb_emo_043,B_clinical,B_emotional,8,0.5625,0.999989
setb_emo_043,B_clinical,B_emotional,9,0.625,0.999937
setb_emo_043,B_clinical,B_emotional,10,0.6875,0.999931
setb_emo_043,B_clinical,B_emotional,11,0.75,0.999957
setb_emo_043,B_clinical,B_emotional,12,0.8125,0.999975
setb_emo_043,B_clinical,B_emotional,13,0.875,0.999906
setb_emo_043,B_clinical,B_emotional,14,0.9375,0.999925
setb_emo_043,B_clinical,B_emotional,15,1.0,0.99994
setb_emo_044,B_clinical,B_emotional,0,0.0625,0.982509
setb_emo_044,B_clinical,B_emotional,1,0.125,0.978141
setb_emo_044,B_clinical,B_emotional,2,0.1875,0.988578
setb_emo_044,B_clinical,B_emotional,3,0.25,0.991708
setb_emo_044,B_clinical,B_emotional,4,0.3125,0.993347
setb_emo_044,B_clinical,B_emotional,5,0.375,0.992852
setb_emo_044,B_clinical,B_emotional,6,0.4375,0.991061
setb_emo_044,B_clinical,B_emotional,7,0.5,0.995928
setb_emo_044,B_clinical,B_emotional,8,0.5625,0.998037
setb_emo_044,B_clinical,B_emotional,9,0.625,0.997731
setb_emo_044,B_clinical,B_emotional,10,0.6875,0.996669
setb_emo_044,B_clinical,B_emotional,11,0.75,0.998018
setb_emo_044,B_clinical,B_emotional,12,0.8125,0.997878
setb_emo_044,B_clinical,B_emotional,13,0.875,0.998044
setb_emo_044,B_clinical,B_emotional,14,0.9375,0.998238
setb_emo_044,B_clinical,B_emotional,15,1.0,0.997421
setb_emo_045,B_clinical,B_emotional,0,0.0625,0.996745
setb_emo_045,B_clinical,B_emotional,1,0.125,0.994853
setb_emo_045,B_clinical,B_emotional,2,0.1875,0.997227
setb_emo_045,B_clinical,B_emotional,3,0.25,0.994012
setb_emo_045,B_clinical,B_emotional,4,0.3125,0.994745
setb_emo_045,B_clinical,B_emotional,5,0.375,0.996584
setb_emo_045,B_clinical,B_emotional,6,0.4375,0.994279
setb_emo_045,B_clinical,B_emotional,7,0.5,0.990392
setb_emo_045,B_clinical,B_emotional,8,0.5625,0.994858
setb_emo_045,B_clinical,B_emotional,9,0.625,0.99776
setb_emo_045,B_clinical,B_emotional,10,0.6875,0.999119
setb_emo_045,B_clinical,B_emotional,11,0.75,0.999574
setb_emo_045,B_clinical,B_emotional,12,0.8125,0.999696
setb_emo_045,B_clinical,B_emotional,13,0.875,0.999671
setb_emo_045,B_clinical,B_emotional,14,0.9375,0.999692
setb_emo_045,B_clinical,B_emotional,15,1.0,0.999461
setb_emo_046,B_clinical,B_emotional,0,0.0625,0.999997
setb_emo_046,B_clinical,B_emotional,1,0.125,0.999931
setb_emo_046,B_clinical,B_emotional,2,0.1875,0.999969
setb_emo_046,B_clinical,B_emotional,3,0.25,0.999991
setb_emo_046,B_clinical,B_emotional,4,0.3125,0.999987
setb_emo_046,B_clinical,B_emotional,5,0.375,0.999968
setb_emo_046,B_clinical,B_emotional,6,0.4375,0.999997
setb_emo_046,B_clinical,B_emotional,7,0.5,0.999996
setb_emo_046,B_clinical,B_emotional,8,0.5625,0.999995
setb_emo_046,B_clinical,B_emotional,9,0.625,0.999925
setb_emo_046,B_clinical,B_emotional,10,0.6875,0.99984
setb_emo_046,B_clinical,B_emotional,11,0.75,0.999665
setb_emo_046,B_clinical,B_emotional,12,0.8125,0.999704
setb_emo_046,B_clinical,B_emotional,13,0.875,0.999466
setb_emo_046,B_clinical,B_emotional,14,0.9375,0.999655
setb_emo_046,B_clinical,B_emotional,15,1.0,0.999277
setb_emo_047,B_clinical,B_emotional,0,0.0625,0.999933
setb_emo_047,B_clinical,B_emotional,1,0.125,0.998974
setb_emo_047,B_clinical,B_emotional,2,0.1875,0.999515
setb_emo_047,B_clinical,B_emotional,3,0.25,0.999587
setb_emo_047,B_clinical,B_emotional,4,0.3125,0.99999
setb_emo_047,B_clinical,B_emotional,5,0.375,0.999995
setb_emo_047,B_clinical,B_emotional,6,0.4375,0.999986
setb_emo_047,B_clinical,B_emotional,7,0.5,0.999947
setb_emo_047,B_clinical,B_emotional,8,0.5625,0.999998
setb_emo_047,B_clinical,B_emotional,9,0.625,0.999958
setb_emo_047,B_clinical,B_emotional,10,0.6875,0.999977
setb_emo_047,B_clinical,B_emotional,11,0.75,0.999923
setb_emo_047,B_clinical,B_emotional,12,0.8125,0.999885
setb_emo_047,B_clinical,B_emotional,13,0.875,0.999794
setb_emo_047,B_clinical,B_emotional,14,0.9375,0.999871
setb_emo_047,B_clinical,B_emotional,15,1.0,0.99972
setb_emo_048,B_clinical,B_emotional,0,0.0625,0.993541
setb_emo_048,B_clinical,B_emotional,1,0.125,0.998794
setb_emo_048,B_clinical,B_emotional,2,0.1875,0.998574
setb_emo_048,B_clinical,B_emotional,3,0.25,0.999924
setb_emo_048,B_clinical,B_emotional,4,0.3125,0.999385
setb_emo_048,B_clinical,B_emotional,5,0.375,0.999159
setb_emo_048,B_clinical,B_emotional,6,0.4375,0.999498
setb_emo_048,B_clinical,B_emotional,7,0.5,0.99979
setb_emo_048,B_clinical,B_emotional,8,0.5625,0.999811
setb_emo_048,B_clinical,B_emotional,9,0.625,0.999322
setb_emo_048,B_clinical,B_emotional,10,0.6875,0.999274
setb_emo_048,B_clinical,B_emotional,11,0.75,0.998209
setb_emo_048,B_clinical,B_emotional,12,0.8125,0.997958
setb_emo_048,B_clinical,B_emotional,13,0.875,0.998293
setb_emo_048,B_clinical,B_emotional,14,0.9375,0.998831
setb_emo_048,B_clinical,B_emotional,15,1.0,0.998376
setb_emo_049,B_clinical,B_emotional,0,0.0625,0.98903
setb_emo_049,B_clinical,B_emotional,1,0.125,0.994708
setb_emo_049,B_clinical,B_emotional,2,0.1875,0.9928
setb_emo_049,B_clinical,B_emotional,3,0.25,0.994111
setb_emo_049,B_clinical,B_emotional,4,0.3125,0.994553
setb_emo_049,B_clinical,B_emotional,5,0.375,0.995345
setb_emo_049,B_clinical,B_emotional,6,0.4375,0.99717
setb_emo_049,B_clinical,B_emotional,7,0.5,0.995578
setb_emo_049,B_clinical,B_emotional,8,0.5625,0.993957
setb_emo_049,B_clinical,B_emotional,9,0.625,0.995481
setb_emo_049,B_clinical,B_emotional,10,0.6875,0.997321
setb_emo_049,B_clinical,B_emotional,11,0.75,0.996607
setb_emo_049,B_clinical,B_emotional,12,0.8125,0.996145
setb_emo_049,B_clinical,B_emotional,13,0.875,0.996971
setb_emo_049,B_clinical,B_emotional,14,0.9375,0.997768
setb_emo_049,B_clinical,B_emotional,15,1.0,0.997935
setb_emo_050,B_clinical,B_emotional,0,0.0625,0.989675
setb_emo_050,B_clinical,B_emotional,1,0.125,0.986502
setb_emo_050,B_clinical,B_emotional,2,0.1875,0.99004
setb_emo_050,B_clinical,B_emotional,3,0.25,0.996514
setb_emo_050,B_clinical,B_emotional,4,0.3125,0.997094
setb_emo_050,B_clinical,B_emotional,5,0.375,0.999098
setb_emo_050,B_clinical,B_emotional,6,0.4375,0.998996
setb_emo_050,B_clinical,B_emotional,7,0.5,0.999117
setb_emo_050,B_clinical,B_emotional,8,0.5625,0.999907
setb_emo_050,B_clinical,B_emotional,9,0.625,0.99987
setb_emo_050,B_clinical,B_emotional,10,0.6875,0.999801
setb_emo_050,B_clinical,B_emotional,11,0.75,0.999708
setb_emo_050,B_clinical,B_emotional,12,0.8125,0.999874
setb_emo_050,B_clinical,B_emotional,13,0.875,0.999825
setb_emo_050,B_clinical,B_emotional,14,0.9375,0.999892
setb_emo_050,B_clinical,B_emotional,15,1.0,0.999626
setb_emo_051,B_clinical,B_emotional,0,0.0625,0.999893
setb_emo_051,B_clinical,B_emotional,1,0.125,0.999996
setb_emo_051,B_clinical,B_emotional,2,0.1875,0.999841
setb_emo_051,B_clinical,B_emotional,3,0.25,0.999995
setb_emo_051,B_clinical,B_emotional,4,0.3125,0.999995
setb_emo_051,B_clinical,B_emotional,5,0.375,0.999997
setb_emo_051,B_clinical,B_emotional,6,0.4375,0.999987
setb_emo_051,B_clinical,B_emotional,7,0.5,0.999893
setb_emo_051,B_clinical,B_emotional,8,0.5625,0.999872
setb_emo_051,B_clinical,B_emotional,9,0.625,0.999805
setb_emo_051,B_clinical,B_emotional,10,0.6875,0.999857
setb_emo_051,B_clinical,B_emotional,11,0.75,0.999864
setb_emo_051,B_clinical,B_emotional,12,0.8125,0.999943
setb_emo_051,B_clinical,B_emotional,13,0.875,0.999924
setb_emo_051,B_clinical,B_emotional,14,0.9375,0.999928
setb_emo_051,B_clinical,B_emotional,15,1.0,0.999955
setb_emo_052,B_clinical,B_emotional,0,0.0625,0.986514
setb_emo_052,B_clinical,B_emotional,1,0.125,0.993908
setb_emo_052,B_clinical,B_emotional,2,0.1875,0.993896
setb_emo_052,B_clinical,B_emotional,3,0.25,0.997765
setb_emo_052,B_clinical,B_emotional,4,0.3125,0.998401
setb_emo_052,B_clinical,B_emotional,5,0.375,0.997004
setb_emo_052,B_clinical,B_emotional,6,0.4375,0.995003
setb_emo_052,B_clinical,B_emotional,7,0.5,0.996499
setb_emo_052,B_clinical,B_emotional,8,0.5625,0.999937
setb_emo_052,B_clinical,B_emotional,9,0.625,0.999995
setb_emo_052,B_clinical,B_emotional,10,0.6875,0.999997
setb_emo_052,B_clinical,B_emotional,11,0.75,0.999999
setb_emo_052,B_clinical,B_emotional,12,0.8125,0.999999
setb_emo_052,B_clinical,B_emotional,13,0.875,0.999999
setb_emo_052,B_clinical,B_emotional,14,0.9375,0.999999
setb_emo_052,B_clinical,B_emotional,15,1.0,1.0
setb_emo_053,B_clinical,B_emotional,0,0.0625,0.999534
setb_emo_053,B_clinical,B_emotional,1,0.125,0.999499
setb_emo_053,B_clinical,B_emotional,2,0.1875,0.999129
setb_emo_053,B_clinical,B_emotional,3,0.25,0.999193
setb_emo_053,B_clinical,B_emotional,4,0.3125,0.999479
setb_emo_053,B_clinical,B_emotional,5,0.375,0.999889
setb_emo_053,B_clinical,B_emotional,6,0.4375,0.999777
setb_emo_053,B_clinical,B_emotional,7,0.5,0.999813
setb_emo_053,B_clinical,B_emotional,8,0.5625,0.999993
setb_emo_053,B_clinical,B_emotional,9,0.625,0.999996
setb_emo_053,B_clinical,B_emotional,10,0.6875,0.999997
setb_emo_053,B_clinical,B_emotional,11,0.75,0.999997
setb_emo_053,B_clinical,B_emotional,12,0.8125,0.999999
setb_emo_053,B_clinical,B_emotional,13,0.875,0.999999
setb_emo_053,B_clinical,B_emotional,14,0.9375,0.999999
setb_emo_053,B_clinical,B_emotional,15,1.0,0.999997
setb_emo_054,B_clinical,B_emotional,0,0.0625,0.999935
setb_emo_054,B_clinical,B_emotional,1,0.125,0.999998
setb_emo_054,B_clinical,B_emotional,2,0.1875,0.999997
setb_emo_054,B_clinical,B_emotional,3,0.25,0.999999
setb_emo_054,B_clinical,B_emotional,4,0.3125,0.999998
setb_emo_054,B_clinical,B_emotional,5,0.375,1.0
setb_emo_054,B_clinical,B_emotional,6,0.4375,1.0
setb_emo_054,B_clinical,B_emotional,7,0.5,1.0
setb_emo_054,B_clinical,B_emotional,8,0.5625,1.0
setb_emo_054,B_clinical,B_emotional,9,0.625,1.0
setb_emo_054,B_clinical,B_emotional,10,0.6875,1.0
setb_emo_054,B_clinical,B_emotional,11,0.75,1.0
setb_emo_054,B_clinical,B_emotional,12,0.8125,1.0
setb_emo_054,B_clinical,B_emotional,13,0.875,1.0
