layer,norm_depth,model_key,act_type,condition,auroc_mean,acc_mean,auroc_std
36,0.881,gemma9b_inst,a,B_to_A,0.9196428571428572,0.675,NaN
37,0.9048,gemma9b_inst,a,A_to_B,0.9009176587301588,0.5104166666666666,NaN
37,0.9048,gemma9b_inst,a,B_to_A,0.9285714285714286,0.6,NaN
38,0.9286,gemma9b_inst,a,A_to_B,0.8758680555555556,0.4375,NaN
38,0.9286,gemma9b_inst,a,B_to_A,0.9405357142857143,0.65,NaN
39,0.9524,gemma9b_inst,a,A_to_B,0.8962053571428572,0.53125,NaN
39,0.9524,gemma9b_inst,a,B_to_A,0.9430357142857143,0.675,NaN
40,0.9762,gemma9b_inst,a,A_to_B,0.9211309523809524,0.5729166666666666,NaN
40,0.9762,gemma9b_inst,a,B_to_A,0.9405357142857143,0.675,NaN
41,1.0,gemma9b_inst,a,A_to_B,0.9139384920634921,0.53125,NaN
41,1.0,gemma9b_inst,a,B_to_A,0.9385714285714286,0.5625,NaN
